ts_s,frame,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,tracking_state
0.043921,0,0.127258,1.185928,-0.297635,0.132257,-0.100811,-0.027617,0.985689,15
0.068310,1,0.128958,1.189435,-0.300156,0.117965,-0.096493,-0.029009,0.987893,15
0.090340,2,0.129471,1.190333,-0.300854,0.114409,-0.095176,-0.028845,0.988443,15
0.112706,3,0.129945,1.191249,-0.301465,0.111041,-0.093948,-0.028510,0.988954,15
0.135019,4,0.130369,1.192127,-0.301994,0.107543,-0.092798,-0.028374,0.989453,15
0.157109,5,0.130837,1.192845,-0.302602,0.104312,-0.091805,-0.028509,0.989888,15
0.179492,6,0.131224,1.193531,-0.303137,0.101419,-0.091037,-0.028891,0.990248,15
0.201788,7,0.131599,1.194049,-0.303673,0.099123,-0.090441,-0.029531,0.990517,15
0.225496,8,0.131980,1.194455,-0.304197,0.097602,-0.090068,-0.030305,0.990678,15
0.245330,9,0.132281,1.194802,-0.304663,0.096431,-0.089952,-0.031062,0.990780,15
0.267470,10,0.132577,1.195249,-0.305070,0.095368,-0.090130,-0.031479,0.990854,15
0.290031,11,0.132880,1.195516,-0.305409,0.094137,-0.090268,-0.031763,0.990950,15
0.312129,12,0.133106,1.195780,-0.305726,0.093115,-0.090336,-0.032408,0.991019,15
0.334612,13,0.133308,1.196168,-0.305933,0.091959,-0.090347,-0.033117,0.991103,15
0.355901,14,0.133495,1.196557,-0.306173,0.090524,-0.090386,-0.033698,0.991212,15
0.378240,15,0.133635,1.196775,-0.306400,0.089270,-0.090372,-0.034135,0.991312,15
0.400755,16,0.133754,1.197004,-0.306590,0.088421,-0.090429,-0.034517,0.991369,15
0.423413,17,0.133769,1.197379,-0.306769,0.087413,-0.090609,-0.034708,0.991436,15
0.444959,18,0.133711,1.197719,-0.306960,0.085930,-0.091213,-0.035093,0.991496,15
0.467387,19,0.133629,1.197921,-0.307201,0.084719,-0.092150,-0.035660,0.991494,15
0.491244,20,0.133494,1.198111,-0.307506,0.084062,-0.093228,-0.036111,0.991432,15
0.510810,21,0.133322,1.198368,-0.307788,0.083435,-0.094390,-0.036428,0.991364,15
0.532616,22,0.133152,1.198733,-0.308039,0.082551,-0.095544,-0.036353,0.991330,15
0.555075,23,0.132965,1.198890,-0.308347,0.081451,-0.096697,-0.036268,0.991312,15
0.577698,24,0.132733,1.199041,-0.308660,0.080787,-0.097727,-0.036290,0.991265,15
0.599637,25,0.132582,1.199208,-0.308944,0.080295,-0.098655,-0.036126,0.991219,15
0.622045,26,0.132365,1.199503,-0.309183,0.079682,-0.099499,-0.035883,0.991193,15
0.644354,27,0.132232,1.199868,-0.309412,0.078605,-0.100272,-0.035748,0.991206,15
0.666599,28,0.132178,1.200149,-0.309649,0.077220,-0.100806,-0.035670,0.991263,15
0.688802,29,0.132081,1.200309,-0.309924,0.076198,-0.101156,-0.035949,0.991297,15
0.711073,30,0.132041,1.200604,-0.310171,0.075637,-0.101393,-0.036447,0.991297,15
0.737782,31,0.132036,1.200959,-0.310390,0.074821,-0.101509,-0.036609,0.991341,15
0.755606,32,0.132076,1.201269,-0.310614,0.073751,-0.101623,-0.036755,0.991404,15
0.777746,33,0.132148,1.201509,-0.310877,0.072661,-0.101732,-0.037223,0.991456,15
0.799998,34,0.132250,1.201740,-0.311128,0.071876,-0.101760,-0.037777,0.991490,15
0.822227,35,0.132410,1.201977,-0.311320,0.071130,-0.101661,-0.038111,0.991541,15
0.844933,36,0.132606,1.202179,-0.311536,0.070425,-0.101536,-0.038453,0.991591,15
0.866889,37,0.132843,1.202440,-0.311716,0.069810,-0.101280,-0.038982,0.991640,15
0.889724,38,0.133123,1.202763,-0.311841,0.068914,-0.100845,-0.039581,0.991723,15
0.911082,39,0.133518,1.203059,-0.311934,0.067800,-0.100185,-0.040123,0.991845,15
0.933633,40,0.133967,1.203226,-0.311973,0.066788,-0.099340,-0.041089,0.991959,15
0.955666,41,0.134506,1.203377,-0.312041,0.066150,-0.098280,-0.042736,0.992038,15
0.978200,42,0.135100,1.203681,-0.312072,0.065693,-0.096848,-0.044347,0.992138,15
1.000224,43,0.135769,1.203902,-0.312057,0.064939,-0.095211,-0.045747,0.992283,15
1.045050,44,0.137217,1.204098,-0.312135,0.064065,-0.091425,-0.048678,0.992556,15
1.067010,45,0.138017,1.204171,-0.312188,0.063944,-0.089354,-0.049735,0.992700,15
1.092189,46,0.138827,1.204319,-0.312229,0.063713,-0.087221,-0.050586,0.992862,15
1.111210,47,0.139702,1.204439,-0.312245,0.063295,-0.084991,-0.051298,0.993045,15
1.133264,48,0.140563,1.204513,-0.312271,0.062913,-0.082743,-0.051994,0.993223,15
1.155523,49,0.141406,1.204599,-0.312312,0.062620,-0.080505,-0.052810,0.993383,15
1.177903,50,0.142275,1.204765,-0.312336,0.062260,-0.078344,-0.053540,0.993539,15
1.201072,51,0.143090,1.204916,-0.312319,0.061721,-0.076319,-0.054288,0.993690,15
1.222345,52,0.143883,1.205018,-0.312312,0.061207,-0.074488,-0.055148,0.993813,15
1.244666,53,0.144653,1.205055,-0.312284,0.060859,-0.072793,-0.055969,0.993914,15
1.267070,54,0.145390,1.205094,-0.312268,0.060783,-0.071144,-0.057036,0.993977,15
1.290118,55,0.146085,1.205142,-0.312208,0.060808,-0.069679,-0.058043,0.994021,15
1.311279,56,0.146735,1.205137,-0.312122,0.060692,-0.068208,-0.058979,0.994075,15
1.333570,57,0.147361,1.205171,-0.312017,0.060582,-0.066825,-0.060067,0.994111,15
1.355878,58,0.147901,1.205119,-0.311976,0.060555,-0.065500,-0.061233,0.994130,15
1.378121,59,0.148367,1.205086,-0.311925,0.060489,-0.064241,-0.062440,0.994141,15
1.401925,60,0.148826,1.205061,-0.311865,0.060419,-0.063086,-0.063551,0.994148,15
1.422553,61,0.149223,1.205044,-0.311820,0.060257,-0.061961,-0.064562,0.994164,15
1.444636,62,0.149580,1.204993,-0.311783,0.060091,-0.060862,-0.065514,0.994180,15
1.466849,63,0.149926,1.204973,-0.311781,0.059995,-0.059971,-0.066425,0.994179,15
1.490066,64,0.150203,1.204912,-0.311779,0.059954,-0.059215,-0.067067,0.994184,15
1.514454,65,0.150459,1.204842,-0.311750,0.059771,-0.058561,-0.067576,0.994199,15
1.533149,66,0.150717,1.204765,-0.311750,0.059655,-0.058040,-0.068222,0.994192,15
1.555495,67,0.150886,1.204621,-0.311811,0.059784,-0.057541,-0.069108,0.994152,15
1.578302,68,0.151062,1.204642,-0.311826,0.060083,-0.057138,-0.069729,0.994114,15
1.600578,69,0.151196,1.204668,-0.311819,0.060053,-0.056816,-0.069817,0.994128,15
1.622433,70,0.151251,1.204498,-0.311815,0.059908,-0.056612,-0.069866,0.994145,15
1.644654,71,0.151320,1.204432,-0.311862,0.060059,-0.056574,-0.070220,0.994113,15
1.669445,72,0.151379,1.204406,-0.311885,0.060149,-0.056435,-0.070412,0.994102,15
1.688924,73,0.151391,1.204432,-0.311858,0.060079,-0.056436,-0.070414,0.994106,15
1.711354,74,0.151410,1.204363,-0.311840,0.059869,-0.056624,-0.070511,0.994101,15
1.731240,75,0.151405,1.204340,-0.311829,0.059957,-0.056858,-0.070759,0.994065,15
1.755905,76,0.151440,1.204302,-0.311821,0.060197,-0.057243,-0.071242,0.993994,15
1.778328,77,0.151453,1.204318,-0.311760,0.060322,-0.057454,-0.071439,0.993960,15
1.801078,78,0.151461,1.204253,-0.311694,0.060412,-0.057652,-0.071642,0.993929,15
1.822805,79,0.151489,1.204246,-0.311632,0.060555,-0.057887,-0.071957,0.993884,15
1.845014,80,0.151512,1.204214,-0.311556,0.060706,-0.057935,-0.072246,0.993851,15
1.867564,81,0.151475,1.204173,-0.311485,0.060959,-0.058032,-0.072295,0.993826,15
1.890381,82,0.151461,1.204115,-0.311364,0.061094,-0.058210,-0.072118,0.993820,15
1.911582,83,0.151444,1.204024,-0.311299,0.061294,-0.058476,-0.072080,0.993795,15
1.933942,84,0.151391,1.203933,-0.311236,0.061681,-0.058790,-0.072095,0.993751,15
1.956053,85,0.151332,1.203866,-0.311149,0.062087,-0.059201,-0.072054,0.993705,15
1.978784,86,0.151230,1.203845,-0.311051,0.062279,-0.059597,-0.071902,0.993680,15
2.001224,87,0.151140,1.203765,-0.310984,0.062349,-0.060010,-0.071811,0.993657,15
2.136297,88,0.150700,1.203373,-0.310675,0.063152,-0.061144,-0.071606,0.993552,15
2.168788,89,0.150498,1.203280,-0.310650,0.063212,-0.061656,-0.071473,0.993526,15
2.206382,90,0.150326,1.203162,-0.310603,0.063222,-0.062152,-0.071368,0.993502,15
2.224669,91,0.150220,1.203141,-0.310604,0.063158,-0.062587,-0.071210,0.993490,15
2.244722,92,0.150125,1.203062,-0.310617,0.063141,-0.062997,-0.071254,0.993462,15
2.263726,93,0.150068,1.203020,-0.310633,0.063304,-0.063287,-0.071338,0.993428,15
2.286972,94,0.150010,1.202985,-0.310568,0.063604,-0.063569,-0.071338,0.993390,15
2.310232,95,0.149964,1.203054,-0.310538,0.063835,-0.063930,-0.071198,0.993362,15
2.333756,96,0.149894,1.203080,-0.310505,0.063849,-0.064248,-0.071044,0.993352,15
2.356532,97,0.149861,1.203105,-0.310488,0.063662,-0.064428,-0.070888,0.993364,15
2.379375,98,0.149852,1.203069,-0.310429,0.063719,-0.064586,-0.070806,0.993356,15
2.402017,99,0.149817,1.203068,-0.310386,0.063878,-0.064731,-0.070927,0.993327,15
2.424655,100,0.149728,1.203073,-0.310361,0.063909,-0.064875,-0.071153,0.993300,15
2.447347,101,0.149733,1.203167,-0.310350,0.064154,-0.064993,-0.071561,0.993247,15
2.470279,102,0.149713,1.203331,-0.310310,0.064133,-0.065035,-0.071575,0.993244,15
2.492614,103,0.149579,1.203226,-0.310301,0.064014,-0.065059,-0.071229,0.993275,15
2.515487,104,0.149490,1.203195,-0.310347,0.064266,-0.065262,-0.071216,0.993247,15
2.537296,105,0.149402,1.203194,-0.310361,0.064451,-0.065363,-0.071120,0.993235,15
2.559511,106,0.149255,1.203165,-0.310371,0.064606,-0.065600,-0.070874,0.993227,15
2.581496,107,0.149101,1.203187,-0.310392,0.064596,-0.065867,-0.070754,0.993218,15
2.603827,108,0.148991,1.203142,-0.310415,0.064560,-0.066157,-0.070621,0.993211,15
2.625840,109,0.148890,1.203165,-0.310449,0.064661,-0.066413,-0.070625,0.993187,15
2.647963,110,0.148777,1.203216,-0.310479,0.064686,-0.066699,-0.070643,0.993165,15
2.670645,111,0.148675,1.203208,-0.310491,0.064627,-0.067047,-0.070547,0.993152,15
2.692778,112,0.148598,1.203185,-0.310511,0.064567,-0.067456,-0.070667,0.993120,15
2.714715,113,0.148516,1.203256,-0.310582,0.064563,-0.067697,-0.070878,0.993089,15
2.736763,114,0.148398,1.203249,-0.310607,0.064509,-0.068018,-0.070759,0.993079,15
2.759280,115,0.148230,1.203219,-0.310670,0.064453,-0.068405,-0.070713,0.993059,15
2.781347,116,0.148141,1.203210,-0.310720,0.064497,-0.068683,-0.070632,0.993043,15
2.803875,117,0.148014,1.203184,-0.310775,0.064656,-0.068950,-0.070556,0.993019,15
2.825830,118,0.147889,1.203086,-0.310814,0.064938,-0.069233,-0.070434,0.992990,15
2.849058,119,0.147801,1.203105,-0.310865,0.065179,-0.069625,-0.070294,0.992957,15
2.870616,120,0.147726,1.203094,-0.310893,0.065326,-0.069954,-0.070089,0.992938,15
2.892801,121,0.147665,1.203104,-0.310912,0.065362,-0.070213,-0.069938,0.992928,15
2.915079,122,0.147562,1.203132,-0.310921,0.065409,-0.070409,-0.069852,0.992917,15
2.936653,123,0.147449,1.203179,-0.310931,0.065384,-0.070578,-0.069680,0.992919,15
2.959296,124,0.147328,1.203144,-0.310975,0.065376,-0.070793,-0.069306,0.992931,15
2.981410,125,0.147160,1.203095,-0.311004,0.065502,-0.071058,-0.069060,0.992921,15
3.003560,126,0.147042,1.203039,-0.311019,0.065739,-0.071340,-0.068895,0.992896,15
3.065685,127,0.146716,1.202932,-0.310963,0.066439,-0.072089,-0.068357,0.992833,15
3.092832,128,0.146633,1.202831,-0.310919,0.066674,-0.072417,-0.068070,0.992813,15
3.114949,129,0.146609,1.202713,-0.310907,0.066932,-0.072442,-0.068077,0.992793,15
3.137685,130,0.146644,1.202832,-0.310881,0.067078,-0.072430,-0.067890,0.992797,15
3.159322,131,0.146667,1.202812,-0.310874,0.066891,-0.072208,-0.067708,0.992838,15
3.181388,132,0.146700,1.202698,-0.310841,0.066806,-0.071895,-0.067743,0.992864,15
3.203624,133,0.146778,1.202612,-0.310797,0.066930,-0.071559,-0.067681,0.992884,15
3.225689,134,0.146857,1.202578,-0.310773,0.067040,-0.071287,-0.067627,0.992900,15
3.247951,135,0.146973,1.202710,-0.310708,0.066858,-0.070999,-0.067673,0.992930,15
3.270378,136,0.147061,1.202742,-0.310674,0.066275,-0.070540,-0.067772,0.992995,15
3.292357,137,0.147114,1.202618,-0.310712,0.066087,-0.070159,-0.068101,0.993012,15
3.314671,138,0.147179,1.202625,-0.310732,0.066382,-0.069899,-0.068370,0.992992,15
3.336786,139,0.147232,1.202751,-0.310673,0.066515,-0.069812,-0.068088,0.993009,15
3.358913,140,0.147121,1.202517,-0.310320,0.066507,-0.070100,-0.067837,0.993006,15
3.381438,141,0.146837,1.202257,-0.310084,0.066773,-0.071107,-0.067525,0.992938,15
3.403531,142,0.146288,1.202095,-0.309907,0.067200,-0.072894,-0.066441,0.992853,15
3.425698,143,0.145120,1.202126,-0.309605,0.067282,-0.076142,-0.065764,0.992648,15
3.448091,144,0.143101,1.202219,-0.309275,0.066630,-0.082336,-0.065611,0.992208,15
3.470267,145,0.139988,1.202367,-0.309258,0.066142,-0.093454,-0.066137,0.991220,15
3.492451,146,0.135775,1.202695,-0.309477,0.065371,-0.110864,-0.068411,0.989321,15
3.515290,147,0.131720,1.203048,-0.310299,0.064397,-0.135090,-0.073033,0.986038,15
3.536681,148,0.128441,1.204300,-0.311673,0.062814,-0.160630,-0.077142,0.981989,15
3.558687,149,0.125454,1.206012,-0.313323,0.059153,-0.183523,-0.079409,0.978016,15
3.581284,150,0.122240,1.207287,-0.314896,0.053821,-0.203163,-0.080651,0.974332,15
3.604364,151,0.119059,1.208637,-0.316544,0.048027,-0.220981,-0.082111,0.970628,15
3.625657,152,0.116381,1.210254,-0.318287,0.041701,-0.237492,-0.083086,0.966931,15
3.648135,153,0.114250,1.211361,-0.320185,0.035441,-0.250828,-0.082916,0.963823,15
3.670589,154,0.112143,1.213542,-0.322061,0.028620,-0.260930,-0.082896,0.961366,15
3.692539,155,0.109806,1.216125,-0.323970,0.018607,-0.270584,-0.083231,0.958911,15
3.714959,156,0.108302,1.217244,-0.326322,0.009008,-0.280123,-0.083692,0.956267,15
3.736966,157,0.107336,1.218719,-0.328715,0.001539,-0.287417,-0.083994,0.954114,15
3.759219,158,0.106559,1.220426,-0.330912,-0.005464,-0.292183,-0.083669,0.952680,15
3.781609,159,0.106117,1.221894,-0.332918,-0.012414,-0.294915,-0.082255,0.951896,15
3.804225,160,0.105929,1.223306,-0.334827,-0.019194,-0.295431,-0.080321,0.951788,15
3.827256,161,0.105914,1.225300,-0.336629,-0.026842,-0.294301,-0.079290,0.952040,15
3.848155,162,0.106046,1.226826,-0.338391,-0.035397,-0.292274,-0.078062,0.952486,15
3.871451,163,0.106297,1.227832,-0.340071,-0.042726,-0.289237,-0.076026,0.953277,15
3.897558,164,0.106635,1.229073,-0.341648,-0.049085,-0.285733,-0.074229,0.954169,15
3.920049,165,0.107039,1.230033,-0.343161,-0.054539,-0.282612,-0.072913,0.954903,15
3.942005,166,0.107660,1.230862,-0.344588,-0.059061,-0.279509,-0.071343,0.955666,15
3.964427,167,0.108437,1.231815,-0.345788,-0.063256,-0.276111,-0.069802,0.956498,15
3.986708,168,0.109346,1.232537,-0.346752,-0.067367,-0.271791,-0.068272,0.957565,15
4.008969,169,0.110114,1.233111,-0.347550,-0.070831,-0.266881,-0.067064,0.958780,15
4.065214,170,0.112344,1.235035,-0.349097,-0.080198,-0.254998,-0.065255,0.961398,15
4.087236,171,0.113310,1.235640,-0.349531,-0.083522,-0.250083,-0.064411,0.962462,15
4.109260,172,0.113859,1.236958,-0.350089,-0.087753,-0.245404,-0.063570,0.963346,15
4.131525,173,0.113399,1.238464,-0.350724,-0.094692,-0.243713,-0.064147,0.963080,15
4.153778,174,0.112458,1.239104,-0.351699,-0.101143,-0.247793,-0.066405,0.961228,15
4.175996,175,0.110810,1.239635,-0.353349,-0.104679,-0.256964,-0.066191,0.958452,15
4.198151,176,0.108567,1.239823,-0.355358,-0.106721,-0.271375,-0.063649,0.954419,15
4.220474,177,0.106246,1.239769,-0.357676,-0.107288,-0.289919,-0.063203,0.948916,15
4.242689,178,0.103931,1.240079,-0.360377,-0.106862,-0.310203,-0.063864,0.942484,15
4.265005,179,0.101471,1.240401,-0.363062,-0.106869,-0.330198,-0.063484,0.935691,15
4.287504,180,0.098852,1.240323,-0.365667,-0.107078,-0.349246,-0.061817,0.928838,15
4.309433,181,0.095929,1.240033,-0.368246,-0.106663,-0.367326,-0.059048,0.922067,15
4.331683,182,0.093066,1.239807,-0.370757,-0.105525,-0.385242,-0.056676,0.915009,15
4.354794,183,0.090213,1.239405,-0.373118,-0.104255,-0.402351,-0.054569,0.907892,15
4.376402,184,0.087165,1.238840,-0.375371,-0.102763,-0.418919,-0.052156,0.900681,15
4.398352,185,0.084007,1.238062,-0.377657,-0.100310,-0.435485,-0.049407,0.893224,15
4.420649,186,0.080945,1.237287,-0.379818,-0.097156,-0.451965,-0.046772,0.885495,15
4.442863,187,0.078198,1.236310,-0.381688,-0.093774,-0.467700,-0.043822,0.877806,15
4.465141,188,0.075654,1.235280,-0.383193,-0.089246,-0.481552,-0.040813,0.870906,15
4.487475,189,0.073015,1.234160,-0.384198,-0.084033,-0.493357,-0.037770,0.864934,15
4.510731,190,0.070630,1.232816,-0.384530,-0.078274,-0.502929,-0.034343,0.860091,15
4.531739,191,0.068769,1.231060,-0.384007,-0.070991,-0.509545,-0.030648,0.856962,15
4.554835,192,0.067107,1.229292,-0.382653,-0.061667,-0.511342,-0.026808,0.856743,15
4.576271,193,0.065398,1.227591,-0.380779,-0.051735,-0.510077,-0.024140,0.858232,15
4.598552,194,0.063885,1.225937,-0.378212,-0.041448,-0.506853,-0.022517,0.860741,15
4.620646,195,0.063073,1.223702,-0.374699,-0.030335,-0.500849,-0.021079,0.864746,15
4.643069,196,0.062391,1.221294,-0.370702,-0.017729,-0.491764,-0.019486,0.870330,15
4.665217,197,0.062281,1.218261,-0.365979,-0.003151,-0.480148,-0.017534,0.877006,15
4.687677,198,0.062983,1.214475,-0.360430,0.014666,-0.464793,-0.015794,0.885157,15
4.709801,199,0.064374,1.210211,-0.354551,0.035294,-0.444997,-0.014294,0.894722,15
4.731888,200,0.066225,1.205702,-0.348452,0.058207,-0.420488,-0.012444,0.905344,15
4.754117,201,0.068192,1.201381,-0.342145,0.081267,-0.393307,-0.011074,0.915742,15
4.776410,202,0.070293,1.196843,-0.335791,0.101584,-0.365829,-0.010353,0.925064,15
4.798640,203,0.073278,1.191617,-0.329578,0.121812,-0.339012,-0.009536,0.932814,15
4.821543,204,0.077461,1.186286,-0.323672,0.144491,-0.310376,-0.007861,0.939536,15
4.843494,205,0.081628,1.182171,-0.317553,0.164309,-0.278902,-0.004458,0.946148,15
4.865455,206,0.085878,1.178516,-0.311653,0.178830,-0.247051,0.000395,0.952358,15
4.887630,207,0.090495,1.174914,-0.305866,0.190411,-0.215734,0.004643,0.957696,15
4.910205,208,0.095723,1.171928,-0.300470,0.198958,-0.183994,0.008373,0.962544,15
4.931960,209,0.100908,1.169528,-0.295591,0.205020,-0.151954,0.012697,0.966807,15
4.954206,210,0.106033,1.167827,-0.290914,0.208740,-0.121961,0.015583,0.970211,15
4.976618,211,0.111448,1.166390,-0.286895,0.210598,-0.094337,0.017881,0.972846,15
4.998804,212,0.117001,1.165461,-0.283580,0.211393,-0.068321,0.020320,0.974799,15
5.021112,213,0.122129,1.164367,-0.280838,0.211696,-0.044283,0.023004,0.976061,15
5.068184,214,0.132100,1.162783,-0.277403,0.214198,-0.006045,0.024726,0.976459,15
5.087787,215,0.136930,1.162576,-0.276225,0.214942,0.010797,0.024121,0.976269,15
5.110229,216,0.141681,1.162392,-0.275320,0.214406,0.026821,0.023813,0.976086,15
5.132873,217,0.146009,1.161615,-0.274955,0.214711,0.041128,0.022607,0.975549,15
5.154313,218,0.150496,1.161622,-0.274503,0.215393,0.053904,0.020384,0.974826,15
5.177685,219,0.155077,1.162111,-0.273997,0.214078,0.066476,0.019686,0.974353,15
5.198834,220,0.159381,1.161833,-0.273921,0.212109,0.079511,0.018535,0.973830,15
5.221082,221,0.163781,1.162093,-0.273754,0.210570,0.092311,0.015993,0.973079,15
5.243641,222,0.168608,1.163268,-0.273406,0.206771,0.105846,0.014135,0.972544,15
5.265613,223,0.173689,1.164317,-0.273446,0.200359,0.121916,0.011990,0.972033,15
5.287815,224,0.178769,1.165303,-0.273725,0.193969,0.140507,0.010290,0.970839,15
5.311163,225,0.183904,1.167261,-0.273716,0.186044,0.159995,0.010005,0.969376,15
5.332138,226,0.188850,1.168520,-0.274381,0.176906,0.179364,0.009681,0.967698,15
5.354555,227,0.193829,1.169841,-0.275545,0.169576,0.198186,0.009471,0.965338,15
5.376717,228,0.198375,1.171169,-0.276750,0.162920,0.216324,0.009297,0.962588,15
5.398899,229,0.202350,1.172222,-0.278130,0.157863,0.231858,0.009138,0.959811,15
5.421121,230,0.206103,1.173684,-0.279554,0.152934,0.244045,0.008938,0.957587,15
5.443775,231,0.209459,1.175111,-0.281028,0.146733,0.254113,0.007526,0.955950,15
5.465712,232,0.212340,1.176537,-0.282474,0.140051,0.262150,0.004453,0.954800,15
5.488685,233,0.214948,1.178384,-0.283879,0.132736,0.267979,0.000948,0.954237,15
5.511032,234,0.217285,1.179840,-0.285427,0.125121,0.272646,-0.003460,0.953938,15
5.532379,235,0.219505,1.181759,-0.286899,0.117006,0.276758,-0.008824,0.953749,15
5.554718,236,0.221781,1.183855,-0.288517,0.107833,0.280971,-0.014040,0.953536,15
5.577141,237,0.224075,1.185679,-0.290447,0.097783,0.286196,-0.019890,0.952961,15
5.599129,238,0.226750,1.187726,-0.292703,0.086613,0.293462,-0.028411,0.951615,15
5.621345,239,0.229510,1.189828,-0.294962,0.074948,0.303408,-0.036572,0.949204,15
5.644011,240,0.232081,1.190999,-0.297223,0.065977,0.314326,-0.041222,0.946122,15
5.665846,241,0.234766,1.192035,-0.299587,0.059515,0.324881,-0.044258,0.942842,15
5.688035,242,0.237208,1.192564,-0.301963,0.054371,0.335413,-0.046352,0.939358,15
5.711207,243,0.239099,1.191869,-0.303961,0.053397,0.344803,-0.048535,0.935897,15
5.732414,244,0.240731,1.191611,-0.305468,0.055057,0.351306,-0.051143,0.933240,15
5.755084,245,0.242143,1.191350,-0.306725,0.056940,0.354655,-0.053331,0.931737,15
5.777651,246,0.243071,1.190295,-0.307603,0.059724,0.355817,-0.056630,0.930925,15
5.799302,247,0.243816,1.189890,-0.307826,0.063463,0.354897,-0.059270,0.930864,15
5.821494,248,0.244524,1.189440,-0.308012,0.064991,0.352267,-0.061374,0.931621,15
5.843717,249,0.244794,1.188458,-0.307981,0.066450,0.349564,-0.065092,0.932284,15
5.865919,250,0.244740,1.187563,-0.307431,0.070441,0.345930,-0.068462,0.933104,15
5.888136,251,0.244426,1.187336,-0.306322,0.074962,0.340081,-0.069051,0.934857,15
5.911286,252,0.243200,1.186145,-0.304869,0.080550,0.331233,-0.066349,0.937760,15
